Time of Transmission,Satellite SSP Longitude,Satellite SSP Latitude,Path Loss dB,Azimuth Degree,Elevation Degree,Distance to Satellite,Sat Altitude
"2021-04-29 00:37:09.619173,2021,4,29,0,37,9",53.11336358605333,76.36112761554288,225.1168245436302,,-22.442662850073507,6364.034350871629,709.9490860157593
"2021-04-29 00:46:26.613783,2021,4,29,0,46,26",22.525263680869255,44.67615089376971,226.11633530898146,,-27.095887667422687,7140.161802975544,709.9490860157593
"2021-04-29 01:17:09.815452,2021,4,29,1,17,9",-11.572063572507457,-65.24000097176071,230.23835425566696,,-56.669477168033005,11476.487837233135,709.9490860157593
"2021-04-29 01:34:33.905579,2021,4,29,1,34,33",-168.01250299895088,-49.408067171410465,230.56688526969532,,-60.76967127071736,11918.882858659917,709.9490860157593
"2021-04-29 01:40:28.433063,2021,4,29,1,40,28",-174.73190644212917,-28.275221562708523,230.29122857011183,,-57.28947132118128,11546.562654135645,709.9490860157593
"2021-04-29 01:41:20.247594,2021,4,29,1,41,20",-175.51131388718875,-25.171692198936633,230.23351988441573,,-56.613460779488015,11470.102058903773,709.9490860157593
"2021-04-29 01:53:57.705572,2021,4,29,1,53,57",174.39113946728185,20.296193848548295,228.84545694853045,,-43.68428667216903,9776.066236107587,709.9490860157593
"2021-04-29 01:58:59.022029,2021,4,29,1,58,59",169.64260853018405,38.33316198690121,227.99545196125476,,-37.68109191793401,8864.696801137705,709.9490860157593
"2021-04-29 02:09:16.577446,2021,4,29,2,9,16",143.2950980048048,74.05921198775081,225.79948433743834,,-25.563099998393266,6884.390630154932,709.9490860157593
"2021-04-29 02:12:15.421712,2021,4,29,2,12,15",102.15439933613148,81.31350907823632,225.13225677272908,,-22.510706390764195,6375.351387800155,709.9490860157593
"2021-04-29 02:25:16.924704,2021,4,29,2,25,16",-2.1366217436613497,44.836583016362496,223.94078062509027,,-17.543299326773766,5558.150718604739,709.9490860157593
"2021-04-29 02:44:20.898103,2021,4,29,2,44,20",-18.78003628303257,-23.718470267250883,227.95353723908718,,-37.409478722703454,8822.022273348022,709.9490860157593
"2021-04-29 02:45:02.305227,2021,4,29,2,45,2",-19.391352658617304,-26.199006489416412,228.09764694269649,,-38.35191985228876,8969.611545729986,709.9490860157593
"2021-04-29 02:47:05.141621,2021,4,29,2,47,5",-21.322276457007426,-33.5485531587165,228.5064496619985,,-41.16730985643796,9401.85980748812,709.9490860157593
"2021-04-29 02:59:07.806207,2021,4,29,2,59,7",-52.22758177677395,-75.31416437151103,230.2962610586078,,-57.349197695483824,11553.254516786683,709.9490860157593
"2021-04-29 03:19:42.485469,2021,4,29,3,19,42",160.22759143234163,-27.015130875372595,230.95709636991452,,-66.69528994586017,12466.544926596383,709.9490860157593
"2021-04-29 03:25:31.694237,2021,4,29,3,25,31",155.43473453729098,-6.064620007143478,230.5873247874576,,-61.04682541455514,11946.963238473541,709.9490860157593
"2021-04-29 03:28:13.935892,2021,4,29,3,28,13",153.35040945935637,3.6799733585385304,230.32293293631216,,-57.66788760951527,11588.785775484,709.9490860157593
"2021-04-29 03:36:53.723318,2021,4,29,3,36,53",145.95192242140558,34.85062506637513,229.02705188135008,,-45.11155572233034,9982.604887616737,709.9490860157593
"2021-04-29 03:54:58.048156,2021,4,29,3,54,58",3.2869238211842555,76.24439447175881,223.4235057838768,,-15.541041755199453,5236.807104703843,709.9490860157593
"2021-04-29 04:04:16.206591,2021,4,29,4,4,16",-26.993888765882335,44.46370542504273,220.4971068834672,,-5.337210893386589,3738.9239541685533,709.9490860157593
"2021-04-29 04:05:22.729438,2021,4,29,4,5,22",-28.329834030884086,40.50333915956006,220.51235544846108,,-5.387121066922644,3745.4936092701946,709.9490860157593
"2021-04-29 04:29:16.094077,2021,4,29,4,29,16",-49.77382430482254,-45.34649875384886,228.59770465740775,,-41.82728452057649,9501.15757488068,709.9490860157593
"2021-04-29 04:40:15.354027,2021,4,29,4,40,15",-107.68411965777017,-80.85048577290233,230.57028070360144,,-60.81550668051622,11923.54302495215,709.9490860157593
"2021-04-29 04:43:51.596558,2021,4,29,4,43,51",176.8152170480158,-77.80128532020386,230.9561692483473,,-66.67923989629625,12465.214333377993,709.9490860157593
"2021-04-29 04:47:40.605193,2021,4,29,4,47,40",152.64763681160184,-65.70232576335826,231.24045181489566,,-72.32465535593677,12879.941150948505,709.9490860157593
"2021-04-29 04:57:08.780675,2021,4,29,4,57,8",136.86425771334314,-32.20517108661757,231.42032534565712,,-77.19742044083881,13149.449007397821,709.9490860157593
"2021-04-29 05:04:30.600999,2021,4,29,5,4,30",130.6373647139946,-5.710468337386097,231.03890823745525,,-68.16176533574257,12584.521290839533,709.9490860157593
"2021-04-29 05:06:16.518922,2021,4,29,5,6,16",129.27551333963817,0.6511525851833968,230.87507834304267,,-65.31903551476829,12349.38144206395,709.9490860157593
"2021-04-29 05:16:03.198412,2021,4,29,5,16,3",120.94593831204908,35.834592014930294,229.37619386319452,,-48.03714276272189,10392.044101846079,709.9490860157593
"2021-04-29 05:16:30.348910,2021,4,29,5,16,30",120.46800507303824,37.4561845473406,229.27897603524053,,-47.19644610923068,10276.378450132617,709.9490860157593
"2021-04-29 05:17:09.528856,2021,4,29,5,17,9",119.74916152600684,39.794155913442495,229.13364957281067,,-45.97804365682695,10105.871381198063,709.9490860157593
"2021-04-29 05:17:59.494680,2021,4,29,5,17,59",118.7736956015351,42.7715805535267,228.9394099110146,,-44.41531066218277,9882.38532551659,709.9490860157593
"2021-04-29 05:19:46.067482,2021,4,29,5,19,46",116.41051518281466,49.101753120696635,228.48976474548624,,-41.0479602465138,9383.816903178751,709.9490860157593
"2021-04-29 05:25:04.789341,2021,4,29,5,25,4",104.13894045889417,67.64745187241715,226.8078099299731,,-30.660815285683654,7731.820882205198,709.9490860157593
"2021-04-29 05:31:46.650866,2021,4,29,5,31,46",9.637447702715429,81.07272965044476,223.6690354601218,,-16.481334162685528,5386.951443815323,709.9490860157593
"2021-04-29 05:46:57.524294,2021,4,29,5,46,57",-55.86194003881848,30.83977920890619,215.40418895334392,,-11.363438211265352,2080.1791336515694,709.9490860157593
"2021-04-29 05:47:55.410892,2021,4,29,5,47,55",-56.76075538282772,27.374520618346608,216.3723681025061,,-8.03475266457313,2325.4643877545727,709.9490860157593
"2021-04-29 06:19:49.462175,2021,4,29,6,19,49",-148.16568353720783,-81.64655723662821,230.76364975991194,,-63.57367975649428,12191.966929123166,709.9490860157593
"2021-04-29 06:48:45.413537,2021,4,29,6,48,45",101.74689181939937,13.615883908800587,230.52484794871373,,-60.2088002936751,11861.338100902949,709.9490860157593
"2021-04-29 06:58:05.874434,2021,4,29,6,58,5",92.4771261687545,47.13314654839937,228.5690284891357,,-41.618561667608994,9469.841550170719,709.9490860157593
"2021-04-29 07:59:42.344484,2021,4,29,7,59,42",161.83797053001567,-81.5399342709563,230.9930507010536,,-67.3271956015912,12518.255836752953,709.9490860157593
"2021-04-29 08:01:29.302383,2021,4,29,8,1,29",129.06927942706437,-78.1684335795667,231.1639678192223,,-70.63309426008746,12767.024121830613,709.9490860157593
"2021-04-29 08:04:13.519117,2021,4,29,8,4,13",107.96719815701175,-69.8068463743308,231.36532464471952,,-75.52625047269431,13066.447270490416,709.9490860157593
"2021-04-29 08:07:44.020900,2021,4,29,8,7,44",97.2219009613695,-57.762803025700116,231.51987696976033,,-80.99937954008347,13301.025818314432,709.9490860157593
"2021-04-29 08:09:53.968740,2021,4,29,8,9,53",93.40313309652636,-50.116868403671894,231.55897328629482,,-83.04882873208845,13361.03040466539,709.9490860157593
"2021-04-29 08:22:51.636318,2021,4,29,8,22,51",80.74468931341998,-3.607452848536207,230.89440556184553,,-65.63573856284914,12376.89099493105,709.9490860157593
"2021-04-29 08:32:12.450222,2021,4,29,8,32,12",73.10116753503648,30.04720014320657,229.33956891268744,,-47.71790984169195,10348.317229100729,709.9490860157593
"2021-04-29 08:44:21.969798,2021,4,29,8,44,21",47.34495111017405,72.65774219680752,225.2927831122638,,-23.225019526691103,6494.271541390128,709.9490860157593
"2021-04-29 08:46:41.921247,2021,4,29,8,46,41",24.292859413646863,79.3344360798519,224.1150159812736,,-18.236763189945393,5670.770703585905,709.9490860157593
"2021-04-29 08:47:04.020127,2021,4,29,8,47,4",18.148868436428707,80.13451226910496,223.91314721752724,,-17.43423985186467,5540.496040535307,709.9490860157593
"2021-04-29 08:49:05.650334,2021,4,29,8,49,5",-29.334316189356745,81.5811085045129,222.72000395500086,,-12.93667513783856,4829.381184226216,709.9490860157593
"2021-04-29 08:52:11.519027,2021,4,29,8,52,11",-75.72346569514846,74.52251619382831,220.6315026549052,,-5.777832585426332,3797.2257800690445,709.9490860157593
"2021-04-29 09:17:23.062051,2021,4,29,9,17,23",-115.58249875032423,-14.730961294107974,226.83458904824164,,-30.80562073142696,7755.695333596605,709.9490860157593
"2021-04-29 09:41:18.993607,2021,4,29,9,41,18",94.51370161335561,-75.50391791723928,231.23505014248875,,-72.19964471138883,12871.93372780172,709.9490860157593
"2021-04-29 09:42:32.362180,2021,4,29,9,42,32",86.11456264538435,-71.67487717705399,231.2875121407893,,-73.45553980126532,12949.914319692996,709.9490860157593
"2021-04-29 09:44:46.127495,2021,4,29,9,44,46",77.09263516983094,-64.18943773499453,231.34826630459537,,-75.04687036729213,13040.811073856306,709.9490860157593
"2021-04-29 10:16:55.198363,2021,4,29,10,16,55",41.491986477760655,50.88330563712142,226.803575508612,,-30.637967544493964,7728.05249350276,709.9490860157593
"2021-04-29 10:32:02.962153,2021,4,29,10,32,2",-106.64956063379061,71.43124477383468,221.0395051925137,,-7.126666303406366,3979.8485678109973,709.9490860157593
"2021-04-29 10:39:33.981877,2021,4,29,10,39,33",-125.56822243684111,45.31153117276267,222.10962833310697,,-10.769114892311482,4501.660144959374,709.9490860157593
"2021-04-29 11:04:13.843995,2021,4,29,11,4,13",-147.93049517990127,-43.308048307557115,229.8816502952809,,-52.80020409041711,11014.728651192114,709.9490860157593
"2021-04-29 11:11:45.035055,2021,4,29,11,11,45",-164.7929553860765,-69.58130977120666,230.7780639451682,,-63.79226693574474,12212.216227178527,709.9490860157593
"2021-04-29 11:20:53.652731,2021,4,29,11,20,53",64.57995381925758,-73.36725511435817,231.1524811356216,,-70.39228707167565,12750.151487471685,709.9490860157593
"2021-04-29 11:32:12.580300,2021,4,29,11,32,12",38.44611015805981,-33.893688041945595,230.59839164391062,,-61.1981449173243,11962.194791893282,709.9490860157593
"2021-04-29 11:47:09.361717,2021,4,29,11,47,9",26.154518481800434,19.912299152600422,227.95883899044367,,-37.4437237186872,8827.408762005276,709.9490860157593
"2021-04-29 11:50:09.837018,2021,4,29,11,50,9",23.481490039981317,30.727677639652722,227.1198666654793,,-32.382969034893165,8014.651103467741,709.9490860157593
"2021-04-29 12:02:36.926502,2021,4,29,12,2,36",-5.303214875724584,74.17804897709232,222.98628552218503,,-13.907837188546454,4979.727340358064,709.9490860157593
"2021-04-29 12:11:06.289966,2021,4,29,12,11,6",-132.27267607330162,70.86944875816594,222.61587045165243,,-12.56133910646131,4771.82832269791,709.9490860157593
"2021-04-29 12:17:31.831619,2021,4,29,12,17,31",-149.03331221019835,48.58478954676791,224.59603709741808,,-20.206864794647593,5993.674347267312,709.9490860157593
"2021-04-29 12:21:19.200088,2021,4,29,12,21,19",-153.58704258332108,35.047178287637955,225.91580122963543,,-26.11907932263685,6977.20284898027,709.9490860157593
"2021-04-29 12:58:24.336443,2021,4,29,12,58,24",51.72836648094127,-77.45364724209348,231.02478434999853,,-67.90111482836795,12564.074573564798,709.9490860157593
"2021-04-29 13:04:11.646518,2021,4,29,13,4,11",23.463330728453847,-58.4290850905564,230.66301489783265,,-62.10021282153,12051.525745093035,709.9490860157593
"2021-04-29 13:31:13.851764,2021,4,29,13,31,13",-3.468300859771835,38.55790673828671,224.22625104790956,,-18.684892618788414,5743.859926385057,709.9490860157593
"2021-04-29 13:39:27.896576,2021,4,29,13,39,27",-19.340918484209098,67.53838830699091,221.7815920680388,,-9.633639688060606,4334.818232560971,709.9490860157593
"2021-04-29 13:46:01.501786,2021,4,29,13,46,1",-110.1606253921319,81.29705491949053,222.62455960385623,,-12.592565960006732,4776.604331902593,709.9490860157593
"2021-04-29 13:55:43.070632,2021,4,29,13,55,43",-172.71331574872966,51.05677803015615,226.19287250967042,,-27.4750469063477,7203.356575599353,709.9490860157593
"2021-04-29 14:02:52.438280,2021,4,29,14,2,52",179.15683109036078,25.459051316894268,228.33248120580544,,-39.94211983710664,9215.424560960397,709.9490860157593
"2021-04-29 14:04:39.164516,2021,4,29,14,4,39",177.63013552391098,19.06094335973156,228.76069703298393,,-43.03779334917691,9681.131954348148,709.9490860157593
"2021-04-29 14:16:42.233015,2021,4,29,14,16,42",168.02241778152512,-24.33311558484729,230.71280402333142,,-62.81811305948873,12120.805692125263,709.9490860157593
"2021-04-29 14:19:47.581020,2021,4,29,14,19,47",165.10357563418546,-35.42224537813524,230.97725461383413,,-67.04726378918151,12495.510928109587,709.9490860157593
"2021-04-29 14:21:40.931518,2021,4,29,14,21,40",163.01118969216992,-42.18137816249734,231.095856307727,,-69.24829403894825,12667.30137903442,709.9490860157593
"2021-04-29 14:29:07.574281,2021,4,29,14,29,7",147.43995954252355,-68.27403891574417,231.25486629277384,,-72.66286558680187,12901.333520850972,709.9490860157593
"2021-04-29 14:29:30.565876,2021,4,29,14,29,30",145.80464508514075,-69.55409811504022,231.24985129542966,,-72.54442055107518,12893.88679039792,709.9490860157593
"2021-04-29 14:38:14.163038,2021,4,29,14,38,14",18.16626393419505,-74.68980856614168,230.77618044295917,,-63.76358990413476,12209.568341531816,709.9490860157593
"2021-04-29 14:45:11.244866,2021,4,29,14,45,11",-5.104739480675034,-50.98982245879055,229.86413460391572,,-52.62249180071101,10992.53907736845,709.9490860157593
"2021-04-29 14:46:34.766331,2021,4,29,14,46,34",-7.104006242310385,-46.04195405803721,229.61670780982917,,-50.214969119393636,10683.822853772934,709.9490860157593
"2021-04-29 14:48:49.851625,2021,4,29,14,48,49",-9.798419119827164,-37.99958901964855,229.16528720292243,,-46.23954580305102,10142.748296405449,709.9490860157593
"2021-04-29 14:51:00.276136,2021,4,29,14,51,0",-11.997787622738818,-30.20497273566438,228.6648017293204,,-42.3205475803355,9574.836670876448,709.9490860157593
"2021-04-29 15:07:13.506045,2021,4,29,15,7,13",-25.30092688892641,28.192136796918295,222.2710362126368,,-11.334978983400822,4586.0955469706,709.9490860157593
"2021-04-29 15:18:42.217880,2021,4,29,15,18,42",-45.485704139011816,68.73309531368993,219.93431215722833,,-3.5078728267841632,3504.3453250485322,709.9490860157593
"2021-04-29 15:22:15.326864,2021,4,29,15,22,15",-74.94649431499866,79.38714982271928,221.76927673247147,,-9.59136835444455,4328.6764422160895,709.9490860157593
"2021-04-29 15:24:27.811709,2021,4,29,15,24,27",-124.12740245421605,81.69412317652417,222.98571430606916,,-13.905735686579025,4979.399865902657,709.9490860157593
"2021-04-29 15:34:51.402976,2021,4,29,15,34,51",162.17391686533162,50.15074083552015,227.46876249925333,,-34.40518449877154,8343.137727714071,709.9490860157593
"2021-04-29 15:45:38.848049,2021,4,29,15,45,38",151.20360134838018,11.459967074908802,230.078813755474,,-54.87602303529022,11267.614389405933,709.9490860157593
"2021-04-29 15:54:19.198421,2021,4,29,15,54,19",144.3854675414006,-19.775039478749488,231.14654034859356,,-70.2689621378225,12741.433896057513,709.9490860157593
"2021-04-29 16:17:48.974132,2021,4,29,16,17,48",-11.2880609548923,-72.50400719097968,230.45873856704654,,-59.35025009775791,11771.402676730293,709.9490860157593
"2021-04-29 16:21:43.062746,2021,4,29,16,21,43",-25.44697177335648,-59.280725374462776,229.8021690377002,,-52.001903674145055,10914.396826742159,709.9490860157593
"2021-04-29 16:39:54.489343,2021,4,29,16,39,54",-44.88795667648285,5.870848504753657,223.01932526751315,,-14.029527641309015,4998.705504725242,709.9490860157593
"2021-04-29 17:12:23.431859,2021,4,29,17,12,23",139.69378366163605,54.92735627940734,227.72801170204025,,-35.98151707598107,8595.910263944792,709.9490860157593
"2021-04-29 17:16:11.179939,2021,4,29,17,16,11",134.20412455303062,41.434590777893696,228.8506684618275,,-43.72443289197607,9781.933612822331,709.9490860157593
"2021-04-29 17:17:54.281342,2021,4,29,17,17,54",132.3185569124212,35.283099730169624,229.2768049970863,,-47.17791342261453,10273.8101902743,709.9490860157593
"2021-04-29 17:41:09.765491,2021,4,29,17,41,9",111.3384423258422,-48.28789504445771,231.6039567130253,,-86.7431353795969,13430.405445572673,709.9490860157593
"2021-04-29 17:48:33.895809,2021,4,29,17,48,33",89.19619220969962,-73.72579901512758,231.2591986915538,,-72.76587354490296,12907.770128469918,709.9490860157593
"2021-04-29 17:58:56.084554,2021,4,29,17,58,56",-45.7367648342966,-65.05300610990572,229.8476352613367,,-52.45602666150966,10971.677942400116,709.9490860157593
"2021-04-29 18:04:48.965836,2021,4,29,18,4,48",-57.153872780339704,-44.36777512714794,228.43386037267433,,-40.650964871644504,9323.61445700334,709.9490860157593
"2021-04-29 18:16:28.229602,2021,4,29,18,16,28",-67.81997718039392,-2.494184497021797,223.33149349837436,,-15.193098411630823,5181.624802911121,709.9490860157593
"2021-04-29 18:21:32.216252,2021,4,29,18,21,32",-71.77923411968875,15.761025766219063,219.0604688745434,,-0.7002917488164303,3168.9452191189416,709.9490860157593
"2021-04-29 18:29:08.203064,2021,4,29,18,29,8",-79.08798449360475,43.04755549160941,208.97199458132062,,-42.66657289018468,991.9528214402511,709.9490860157593
"2021-04-29 18:50:06.841923,2021,4,29,18,50,6",117.30059013770698,59.00324417318853,227.65098907772114,,-35.50619334410282,8520.022503692915,709.9490860157593
"2021-04-29 19:14:41.690646,2021,4,29,19,14,41",92.65279529269586,-29.149053435221163,231.50209354450237,,-80.20939395172209,13273.821256588108,709.9490860157593
"2021-04-29 19:16:00.297742,2021,4,29,19,16,0",91.38630344991668,-33.850076504078814,231.53035776467294,,-81.499720735855,13317.085136337819,709.9490860157593
"2021-04-29 19:24:46.150796,2021,4,29,19,24,46",76.85491916098186,-64.85253897780217,231.33927772244854,,-74.80054420326944,13027.322787021258,709.9490860157593
"2021-04-29 19:25:30.152699,2021,4,29,19,25,30",74.34380404098546,-67.34996640097766,231.29305125683643,,-73.59399605376838,12958.175299055767,709.9490860157593
"2021-04-29 20:00:18.857809,2021,4,29,20,0,18",-96.41136274063786,15.378826780255416,221.2121198046671,,-7.70306528401429,4059.7311894339505,709.9490860157593
"2021-04-29 20:04:58.051118,2021,4,29,20,4,58",-100.49789739309512,32.11403494586808,218.6848542672641,,-0.5017803375341529,3034.8274341630417,709.9490860157593
"2021-04-29 20:14:03.477471,2021,4,29,20,14,3",-115.03590544214438,64.32959537586657,220.8460246915686,,-6.484796836687688,3892.176467657943,709.9490860157593
"2021-04-29 20:22:02.513739,2021,4,29,20,22,2",140.66132036417565,80.56748204049497,225.06936790526134,,-22.23409265775856,6329.358326161083,709.9490860157593
"2021-04-29 20:28:53.385552,2021,4,29,20,28,53",92.81836208877458,59.380097041958535,227.5577087872763,,-34.93854725296585,8429.013071606261,709.9490860157593
"2021-04-29 20:48:08.742654,2021,4,29,20,48,8",72.50501944096705,-9.606002975286248,230.91035892189007,,-65.90057468472557,12399.644500718601,709.9490860157593
"2021-04-29 21:16:07.395311,2021,4,29,21,16,7",-93.20693594312156,-67.02416465189538,229.9244682926527,,-53.23902979906165,11069.160957595952,709.9490860157593
"2021-04-29 21:28:32.697274,2021,4,29,21,28,32",-112.68784881164606,-22.99442567882725,227.40131153180923,,-34.005709451943765,8278.59934083367,709.9490860157593
"2021-04-29 21:30:06.266632,2021,4,29,21,30,6",-114.00054681729937,-17.382750776274605,226.9834287431973,,-31.620501272920944,7889.740608765986,709.9490860157593
"2021-04-29 21:44:55.359926,2021,4,29,21,44,55",-126.29719677443386,35.958277462970784,222.8857135215024,,-13.539060211467195,4922.400702348742,709.9490860157593
"2021-04-29 22:09:49.979789,2021,4,29,22,9,49",64.16928796100963,52.128103934698416,227.60458892087607,,-35.222751261976114,8474.62976395333,709.9490860157593
