Time of Transmission,Satellite SSP Longitude,Satellite SSP Latitude,Path Loss dB,Azimuth Degree,Elevation Degree,Distance to Satellite,Sat Altitude
"2021-04-29 22:17:11.437394,2021,4,29,22,17,11",55.64258035067553,25.821612438034332,229.04817706763782,,-45.28152440018835,10006.913398721515,709.9490860157593
"2021-04-29 22:25:14.667168,2021,4,29,22,25,14",49.17004549626647,-3.1768665936506384,230.10139656458287,,-55.123271574451586,11296.947648940983,709.9490860157593
"2021-04-29 22:39:12.484774,2021,4,29,22,39,12",35.00904401064208,-53.23278244006008,230.81583804656313,,-64.37486930292377,12265.441637086324,709.9490860157593
"2021-04-29 22:39:33.736020,2021,4,29,22,39,33",34.39245113182418,-54.48352452972582,230.81742778740164,,-64.39970855185564,12267.686733304621,709.9490860157593
"2021-04-29 22:50:37.867071,2021,4,29,22,50,37",-81.24468427299125,-80.07129509438944,230.47952441436675,,-59.617213449261556,11799.606071870763,709.9490860157593
"2021-04-29 22:52:45.554687,2021,4,29,22,52,45",-106.2335433957767,-74.36504782025206,230.32985908684904,,-57.75124347211225,11598.030388149069,709.9490860157593
"2021-04-29 23:07:57.292981,2021,4,29,23,7,57",-137.8604119687478,-21.10068746950687,228.48873560640422,,-41.04061179066863,9382.705136736404,709.9490860157593
"2021-04-29 23:10:54.535684,2021,4,29,23,10,54",-140.26165336238364,-10.464727218570275,227.9863684248285,,-37.622058040433544,8855.431117398728,709.9490860157593
"2021-04-29 23:16:10.074012,2021,4,29,23,16,10",-144.3375528130276,8.486135636135863,227.01647426222777,,-31.8037853179489,7919.8143456383295,709.9490860157593
"2021-04-29 23:48:19.767494,2021,4,29,23,48,19",40.09513466546904,53.49746904450145,226.5398063797211,,-29.240547735652196,7496.8980849373565,709.9490860157593
"2021-04-29 23:53:49.696611,2021,4,29,23,53,49",33.0410090899998,33.88617090969374,227.51470414163555,,-34.67972375773229,8387.383386940033,709.9490860157593
"2021-04-29 23:56:35.412384,2021,4,29,23,56,35",30.466694735427833,23.96618822375823,227.97627635320686,,-37.55658120219967,8845.14803185041,709.9490860157593
"2021-04-30 00:16:48.940889,2021,4,30,0,16,48",12.285666712272038,-48.710280812631275,230.22422422724802,,-56.50605923436437,11457.833298006495,709.9490860157593
"2021-04-30 01:25:26.689060,2021,4,30,1,25,26",18.874171212558313,59.713474780513316,224.865544081425,,-21.34959144125999,6182.562167894136,709.9490860157593
"2021-04-30 01:29:26.863081,2021,4,30,1,29,26",12.035707324876777,45.561469904322095,225.24801538235516,,-23.024599641437902,6460.885686860629,709.9490860157593
"2021-04-30 02:25:17.939922,2021,4,30,2,25,17",173.06157777108066,-22.621994383998164,230.5311506433214,,-60.292128099209485,11869.948102253158,709.9490860157593
"2021-04-30 03:03:30.257253,2021,4,30,3,3,30",-3.798933129240792,62.57937299525053,223.008605902986,,-13.990016914310429,4992.540345068952,709.9490860157593
"2021-04-30 03:14:49.177071,2021,4,30,3,14,49",-19.375651475102863,22.303189548537,223.73082678375977,,-16.72078951622754,5425.410794816898,709.9490860157593
"2021-04-30 04:00:45.596884,2021,4,30,4,0,45",151.52683946812894,-34.91474178506678,231.2354446278648,,-72.2087431535824,12872.518343211255,709.9490860157593
"2021-04-30 04:27:55.478822,2021,4,30,4,27,55",122.92545946206658,62.42857836928353,227.28910641918114,,-33.350414753388165,8172.343430715208,709.9490860157593
"2021-04-30 04:28:33.759670,2021,4,30,4,28,33",121.0950727236801,64.62951705832494,227.08560484244967,,-32.19006840015334,7983.099276048462,709.9490860157593
"2021-04-30 05:05:01.469055,2021,4,30,5,5,1",-53.077228815043725,-18.466751603059947,226.0155047010524,,-26.60178377321663,7057.754100642096,709.9490860157593
"2021-04-30 05:05:08.576499,2021,4,30,5,5,8",-53.174970617205865,-18.89299096523635,226.0628507497977,,-26.833040214217696,7096.33036292454,709.9490860157593
"2021-04-30 05:13:53.445004,2021,4,30,5,13,53",-62.50714617851465,-50.21756501016327,228.82895266826955,,-43.557454518665104,9757.508120467497,709.9490860157593
"2021-04-30 05:19:23.088146,2021,4,30,5,19,23",-76.34438821919508,-69.30031892725604,229.97875066527993,,-53.80462265952815,11138.554168565319,709.9490860157593
"2021-04-30 05:21:38.468016,2021,4,30,5,21,38",-91.12703244720043,-76.42003843401775,230.34713242386144,,-57.96022300460076,11621.117950789838,709.9490860157593
"2021-04-30 05:50:52.256682,2021,4,30,5,50,52",117.42623922716459,5.491949920089393,230.81807164254604,,-64.40977614237337,12268.596128461384,709.9490860157593
"2021-04-30 05:56:05.481337,2021,4,30,5,56,5",113.18473050977123,24.290952588570143,230.05647347828625,,-54.63345185201258,11238.671103217403,709.9490860157593
"2021-04-30 06:05:54.567906,2021,4,30,6,5,54",100.40583998741589,59.30005150128587,227.62317489256057,,-35.33602771985202,8492.78309929663,709.9490860157593
"2021-04-30 06:06:51.943988,2021,4,30,6,6,51",98.05151438566122,62.6280601075839,227.29351854658728,,-33.37596888578608,8176.495749179936,709.9490860157593
"2021-04-30 06:35:15.829645,2021,4,30,6,35,15",-71.01766845758242,12.667146135423527,219.95308298882713,,-3.568538263435652,3511.926656037068,709.9490860157593
"2021-04-30 06:38:33.832072,2021,4,30,6,38,33",-73.58766980023708,0.779486110387466,222.71124939945616,,-12.90502686183991,4824.516076784063,709.9490860157593
"2021-04-30 06:54:39.604213,2021,4,30,6,54,39",-90.49501138785806,-56.87839230308427,229.3450572364448,,-47.7655510402518,10354.858051612906,709.9490860157593
"2021-04-30 07:00:35.646409,2021,4,30,7,0,35",-116.52849299692011,-76.61988733232492,230.47170589954015,,-59.51648297323584,11788.989555895601,709.9490860157593
"2021-04-30 07:11:11.135955,2021,4,30,7,11,11",113.20077592416592,-60.967583511347634,231.49942306119257,,-80.09627452545674,13269.740837543513,709.9490860157593
"2021-04-30 07:39:03.218042,2021,4,30,7,39,3",84.48505219598887,38.93181151161557,229.03122400958756,,-45.1450565697092,9987.401024076953,709.9490860157593
"2021-04-30 07:44:24.681146,2021,4,30,7,44,24",76.51330273190943,57.96365018361394,227.43471126763706,,-34.20298759720766,8310.494211863184,709.9490860157593
"2021-04-30 08:06:36.391117,2021,4,30,8,6,36",-88.82184593237037,39.75851258511267,213.8547114875385,,-17.102064103046626,1740.3109883935545,709.9490860157593
"2021-04-30 08:09:32.065220,2021,4,30,8,9,32",-91.81139323384878,29.261003957482572,217.2405646717435,,-5.159430547390771,2569.919510818379,709.9490860157593
"2021-04-30 08:24:16.374635,2021,4,30,8,24,16",-103.7750591010284,-23.795113286714113,227.09502491839427,,-32.243008273240136,7991.761853894209,709.9490860157593
"2021-04-30 08:35:01.138981,2021,4,30,8,35,1",-118.57431641859567,-62.03042865562267,229.94921197967997,,-53.49553461402829,11100.7388796558,709.9490860157593
"2021-04-30 08:37:02.564468,2021,4,30,8,37,2",-125.31057281855352,-68.93647315512577,230.29324683601806,,-57.31340916764761,11549.245941904554,709.9490860157593
"2021-04-30 08:43:32.365975,2021,4,30,8,43,32",137.94692891473173,-80.79766626034058,231.0832454432982,,-69.0025131588059,12648.923329412104,709.9490860157593
"2021-04-30 08:47:45.209033,2021,4,30,8,47,45",95.93402348454721,-68.89006653474932,231.36649275431435,,-75.55967783977701,13068.204611352792,709.9490860157593
"2021-04-30 09:06:40.083884,2021,4,30,9,6,40",69.50270053966342,-1.6071790249296123,230.62288826402082,,-61.536315725530436,11995.979120287106,709.9490860157593
"2021-04-30 09:06:44.790221,2021,4,30,9,6,44",69.44524877057621,-1.3244945764858316,230.6127484535134,,-61.3957924838442,11981.983319165402,709.9490860157593
"2021-04-30 09:16:12.541183,2021,4,30,9,16,12",61.56778995180568,32.73717510012439,228.85824795944626,,-43.78290389250702,9790.473267832538,709.9490860157593
"2021-04-30 09:16:32.454436,2021,4,30,9,16,32",61.237301673495566,33.928028876146556,228.77562937920922,,-43.15081787036286,9697.789585673028,709.9490860157593
"2021-04-30 09:17:22.696040,2021,4,30,9,17,22",60.37303960622095,36.93025131447565,228.55999249946836,,-41.55304706010147,9459.995132568714,709.9490860157593
"2021-04-30 09:18:48.442919,2021,4,30,9,18,48",58.76495308611113,42.0447071247372,228.16695906247725,,-38.814040611482945,9041.474069376278,709.9490860157593
"2021-04-30 09:40:58.920475,2021,4,30,9,40,58",-107.05959939109849,55.78542263378188,219.09428693106102,,-0.8085570684098756,3181.3073915244804,709.9490860157593
"2021-04-30 09:44:38.245716,2021,4,30,9,44,38",-112.54486108465441,42.80613354492328,220.0995816107407,,-4.04274583378706,3571.6621257567135,709.9490860157593
"2021-04-30 10:14:53.275511,2021,4,30,10,14,53",-146.16454481207546,-65.42445650528504,230.4663173135694,,-59.44727928435301,11781.67812491934,709.9490860157593
"2021-04-30 10:25:14.256255,2021,4,30,10,25,14",78.65815684612745,-73.44865555290586,231.22610748914153,,-71.99468173958323,12858.688106412686,709.9490860157593
"2021-04-30 10:34:16.136400,2021,4,30,10,34,16",54.874661126676564,-42.16249428975259,231.09719224976283,,-69.27451283802841,12669.249835965997,709.9490860157593
"2021-04-30 10:37:21.474868,2021,4,30,10,37,21",51.590375771677635,-31.09790803332809,230.88660101645638,,-65.5073129335338,12365.774963380158,709.9490860157593
"2021-04-30 10:39:40.578369,2021,4,30,10,39,40",49.49070889434086,-22.76656054189921,230.67064453104587,,-62.20888198704875,12062.116383514207,709.9490860157593
"2021-04-30 10:44:26.120146,2021,4,30,10,44,26",45.64380121193411,-5.629712469866294,230.06362080109355,,-54.710841437708936,11247.922828906863,709.9490860157593
"2021-04-30 10:45:15.017277,2021,4,30,10,45,15",45.013753860168826,-2.6929080968807977,229.9364933278427,,-53.363416052631514,11084.496085837603,709.9490860157593
"2021-04-30 11:07:06.752968,2021,4,30,11,7,6",7.653137909872475,74.57434285906852,223.61767319319097,,-16.283171828862418,5355.190784182987,709.9490860157593
"2021-04-30 11:16:36.172745,2021,4,30,11,16,36",-123.24987234971404,67.10058715010832,221.78843594453465,,-9.657141441042963,4338.235113579819,709.9490860157593
"2021-04-30 11:21:08.455682,2021,4,30,11,21,8",-133.9839633414862,51.2778246404255,222.89765460325313,,-13.582717759981607,4929.172514306251,709.9490860157593
"2021-04-30 11:38:03.038601,2021,4,30,11,38,3",-149.948453720835,-9.437855446190833,228.48446991932974,,-41.01016931957888,9378.098371122498,709.9490860157593
"2021-04-30 11:49:55.257429,2021,4,30,11,49,55",-162.16892102126698,-51.97595515503729,230.482610026913,,-59.65707221133397,11803.798558980985,709.9490860157593
"2021-04-30 11:52:55.578188,2021,4,30,11,52,55",-168.38582261251292,-62.51635762181806,230.7595318423692,,-63.511598500640616,12186.188175600613,709.9490860157593
"2021-04-30 12:17:31.288465,2021,4,30,12,17,31",25.681699870126447,-26.499942879097738,230.0061623667143,,-54.094322243877066,11173.761732767633,709.9490860157593
"2021-04-30 12:20:51.162293,2021,4,30,12,20,51",22.86471111379447,-14.513896129390714,229.47136559813623,,-48.88151117961137,10506.536361397993,709.9490860157593
"2021-04-30 12:33:01.502305,2021,4,30,12,33,1",13.037385888672334,29.322553256073903,226.44655321398372,,-28.758198108038517,7416.840655598434,709.9490860157593
"2021-04-30 12:35:00.253661,2021,4,30,12,35,0",11.078827059933714,36.4249352622923,225.79317992049337,,-25.53318116818755,6879.395595281541,709.9490860157593
"2021-04-30 12:39:29.800997,2021,4,30,12,39,29",5.255673521907884,52.44610138246019,224.22080573774463,,-18.6628545266626,5740.2601458028685,709.9490860157593
"2021-04-30 12:50:18.214681,2021,4,30,12,50,18",-94.15621695405645,81.4005993183307,222.35844447082087,,-11.643524360984946,4632.479557499596,709.9490860157593
"2021-04-30 12:57:37.197686,2021,4,30,12,57,37",-154.1520384705711,59.74596108901362,224.37763288174563,,-19.301815266917554,5844.844105095726,709.9490860157593
"2021-04-30 13:18:38.293122,2021,4,30,13,18,38",-176.0240923831165,-15.573704907347139,229.960830834129,,-53.616735020345416,11115.597941662327,709.9490860157593
"2021-04-30 13:19:01.097472,2021,4,30,13,19,1",-176.33419072254648,-16.941724095812848,230.0170915564956,,-54.21061248927617,11187.830185155419,709.9490860157593
"2021-04-30 13:23:20.433241,2021,4,30,13,23,20",179.8379485982883,-32.47612664373182,230.5557365524235,,-60.61974124575917,11903.594267807315,709.9490860157593
"2021-04-30 13:49:46.200104,2021,4,30,13,49,46",8.47516950542751,-50.232682241923115,230.17096050604093,,-55.89829305582791,11387.786419851709,709.9490860157593
"2021-04-30 13:51:49.043981,2021,4,30,13,51,49",5.696611832582106,-42.94303131362862,229.86795652072607,,-52.66118083230405,10997.377017529243,709.9490860157593
"2021-04-30 13:56:45.734808,2021,4,30,13,56,45",0.6441715275038604,-25.215680864945867,228.94055591934404,,-44.42432401864028,9883.68928441169,709.9490860157593
"2021-04-30 14:02:01.060766,2021,4,30,14,2,1",-3.654850946336675,-6.295066424890029,227.61204558470948,,-35.268156288500414,8481.908189123247,709.9490860157593
"2021-04-30 14:04:30.211797,2021,4,30,14,4,30",-5.571581034303749,2.6634243089619973,226.8445360927197,,-30.85954664170615,7764.582211084663,709.9490860157593
"2021-04-30 14:19:27.496610,2021,4,30,14,19,27",-21.389909857969045,56.25246458075252,221.14660747395146,,-7.483867896231521,4029.226314914504,709.9490860157593
"2021-04-30 14:38:21.783169,2021,4,30,14,38,21",177.4677343949542,53.20703976654587,226.57366409071017,,-29.417151039078156,7526.178121266342,709.9490860157593
"2021-04-30 14:38:54.434811,2021,4,30,14,38,54",176.5754332571742,51.28020417413398,226.7613362058327,,-30.41078988975596,7690.562363817326,709.9490860157593
"2021-04-30 14:53:40.841921,2021,4,30,14,53,40",162.27019219224755,-1.7398593944103278,230.2580836579674,,-56.89923491137212,11502.58552018376,709.9490860157593
"2021-04-30 14:59:31.491242,2021,4,30,14,59,31",157.5865128958141,-22.78073619463434,230.94014967336486,,-66.40377785983524,12442.245655071487,709.9490860157593
"2021-04-30 15:17:41.422508,2021,4,30,15,17,41",72.48821880034589,-81.74974808435375,231.04318267927707,,-68.24130814378992,12590.715825234753,709.9490860157593
"2021-04-30 15:28:50.712861,2021,4,30,15,28,50",-16.531423927263386,-49.55217395116907,229.52890054591592,,-49.40279346048036,10576.362198648789,709.9490860157593
"2021-04-30 15:31:50.093413,2021,4,30,15,31,50",-20.340765047866576,-38.8892518713218,228.86561479815506,,-43.839829328064795,9798.780468940748,709.9490860157593
"2021-04-30 15:48:04.280388,2021,4,30,15,48,4",-34.012200601841805,19.53801048979771,222.10898728150195,,-10.766877279573025,4501.3279176236965,709.9490860157593
"2021-04-30 16:04:02.412072,2021,4,30,16,4,2",-68.7317362835212,75.41634830906109,220.84169190488177,,-6.47047069836741,3890.2354154857017,709.9490860157593
"2021-04-30 16:07:23.290529,2021,4,30,16,7,23",-126.5722011876632,81.79335597612028,223.05231389872526,,-14.151301081490889,5017.726468437936,709.9490860157593
"2021-04-30 16:36:55.990454,2021,4,30,16,36,55",134.10681032535493,-17.473836024548536,231.25589324516037,,-72.68722474281317,12902.858964883108,709.9490860157593
"2021-04-30 16:40:43.760674,2021,4,30,16,40,43",130.76434368325744,-31.119004028437676,231.4743400405685,,-79.09168841383182,13231.475896837388,709.9490860157593
"2021-04-30 16:41:17.180619,2021,4,30,16,41,17",130.2191942616224,-33.117274321861665,231.49519451192367,,-79.91978953428017,13263.282305483335,709.9490860157593
"2021-04-30 16:42:02.349850,2021,4,30,16,42,2",129.45607707514972,-35.81585691597045,231.51885157340004,,-80.95193061054097,13299.455683416398,709.9490860157593
"2021-04-30 17:06:39.649323,2021,4,30,17,6,39",-39.55411949082618,-53.33604255571034,229.27504188776575,,-47.162870548653146,10271.724967808997,709.9490860157593
"2021-04-30 17:06:56.094366,2021,4,30,17,6,56",-40.01552593203474,-52.366594698876526,229.2104578246227,,-46.6164677791036,10195.632645580708,709.9490860157593
"2021-04-30 17:26:00.882888,2021,4,30,17,26,0",-57.95594889908079,16.15330820455183,219.62647573922268,,-2.5156191572389828,3382.3229695399286,709.9490860157593
"2021-04-30 17:29:34.957831,2021,4,30,17,29,34",-61.036557766976685,28.988917389800278,214.8844864529731,,-13.222385010038263,1959.366193817315,709.9490860157593
"2021-04-30 18:05:45.142591,2021,4,30,18,5,45",117.31010567268488,18.772860929140872,230.30008829068933,,-57.39470513444918,11558.346307172225,709.9490860157593
"2021-04-30 18:08:02.544968,2021,4,30,18,8,2",115.46539801685708,10.527766466456157,230.64745192780833,,-61.88000344963518,12029.951719444933,709.9490860157593
"2021-04-30 18:12:54.934311,2021,4,30,18,12,54",111.69437261827292,-7.027751175076096,231.19658441436812,,-71.33475076494108,12815.056010615244,709.9490860157593
"2021-04-30 18:14:03.773349,2021,4,30,18,14,3",110.79523567330307,-11.160009295909358,231.2909820831299,,-73.5421330574403,12955.088738750568,709.9490860157593
"2021-04-30 18:18:40.180580,2021,4,30,18,18,40",106.92318131636736,-27.732565006189507,231.54514488402054,,-82.26107219595816,13339.775851168277,709.9490860157593
"2021-04-30 18:22:48.538696,2021,4,30,18,22,48",102.62749700926892,-42.56333135421638,231.60950082023436,,-87.56029964506615,13438.980661144622,709.9490860157593
"2021-04-30 18:40:04.008713,2021,4,30,18,40,4",-47.497526106528774,-72.13666379952656,230.17448261431792,,-55.93808846287577,11392.405077425561,709.9490860157593
"2021-04-30 18:55:55.588966,2021,4,30,18,55,55",-75.64441594049197,-16.17103929521809,225.45620866333238,,-23.964858673591593,6617.618413074375,709.9490860157593
"2021-04-30 19:01:12.333272,2021,4,30,19,1,12",-79.77317574249031,2.8492031275539236,222.43824183355025,,-11.926547114845155,4675.2342910501975,709.9490860157593
"2021-04-30 19:03:33.602664,2021,4,30,19,3,33",-81.60572771494365,11.333401264394901,220.65305505412582,,-5.848650584052543,3806.659579924395,709.9490860157593
"2021-04-30 19:05:26.876439,2021,4,30,19,5,26",-83.12715845877607,18.132713900303948,218.9668627662533,,-0.4006827841799831,3134.977486104061,709.9490860157593
"2021-04-30 19:10:56.210568,2021,4,30,19,10,56",-88.23030756237387,37.85332781645751,213.9792822067817,,-16.616776588486218,1765.449902687654,709.9490860157593
"2021-04-30 19:17:33.677769,2021,4,30,19,17,33",-98.74530981109916,61.336346074348576,218.61680330558085,,-0.7196054380807557,3011.1435025704336,709.9490860157593
"2021-04-30 19:47:41.544028,2021,4,30,19,47,41",90.14432395400455,7.76693944954247,230.657076871325,,-62.01596354936285,12043.289648798023,709.9490860157593
"2021-04-30 19:52:20.108727,2021,4,30,19,52,20",86.55208989350795,-8.958597529356167,231.11236017891153,,-69.57470518022534,12691.39312547812,709.9490860157593
"2021-04-30 19:59:21.503079,2021,4,30,19,59,21",80.47395422406176,-34.210926376850445,231.43130278756695,,-77.5585401620173,13166.078111834137,709.9490860157593
"2021-04-30 20:22:07.670054,2021,4,30,20,22,7",-84.25034222374721,-61.405156464042776,229.5719636842213,,-49.79853882848756,10628.928171715854,709.9490860157593
"2021-04-30 20:32:42.980839,2021,4,30,20,32,42",-98.60649112389028,-23.705114490284636,226.89441721771237,,-31.13110727883406,7809.300754620272,709.9490860157593
"2021-04-30 20:34:16.692240,2021,4,30,20,34,16",-99.92919050888831,-18.085472735218982,226.36961131358152,,-28.364612322291222,7351.430463744382,709.9490860157593
"2021-04-30 20:49:48.968829,2021,4,30,20,49,48",-112.94339491128024,37.83835487015498,220.5687738331418,,-5.571966422812257,3769.9012962045085,709.9490860157593
"2021-04-30 20:52:05.263348,2021,4,30,20,52,5",-115.65789317375403,45.95639966482954,220.5061199528712,,-5.366709130310425,3742.805729418916,709.9490860157593
"2021-04-30 20:52:49.255343,2021,4,30,20,52,49",-116.66938812159033,48.56676755559708,220.58673234447446,,-5.630865696138067,3777.7038189948576,709.9490860157593
"2021-04-30 21:05:03.457022,2021,4,30,21,5,3",134.68916688663623,80.95991883215649,225.07752291556764,,-22.269861527264926,6335.303626266473,709.9490860157593
"2021-04-30 21:11:26.181026,2021,4,30,21,11,26",83.70777962232896,61.83876258198115,227.2120234203307,,-32.90672173193186,8100.138766222623,709.9490860157593
"2021-04-30 21:20:56.478088,2021,4,30,21,20,56",70.11062388739632,28.04376248849661,229.37648602352408,,-48.03970179728948,10392.393656608914,709.9490860157593
"2021-04-30 21:23:31.967540,2021,4,30,21,23,31",67.86085279472552,18.724620572114098,229.7911334015135,,-51.89267524093545,10900.538622879045,709.9490860157593
"2021-04-30 21:29:58.726485,2021,4,30,21,29,58",62.797327496640065,-4.492364689067054,230.55105447580206,,-60.55703314563257,11897.179435932005,709.9490860157593
"2021-04-30 21:33:13.307647,2021,4,30,21,33,13",60.23728967638404,-16.17122433014938,230.80055149263654,,-64.13735892530045,12243.874307843014,709.9490860157593
"2021-04-30 21:33:24.735566,2021,4,30,21,33,24",60.083810479483226,-16.85675486943944,230.8126636044308,,-64.32534854417817,12260.95979098735,709.9490860157593
"2021-04-30 21:42:14.304170,2021,4,30,21,42,14",51.00331611225665,-48.48626757776797,231.0745800872605,,-68.83539022794581,12636.310600868419,709.9490860157593
"2021-04-30 22:01:27.016740,2021,4,30,22,1,27",-110.03295724301114,-59.876661672615505,229.73238616050278,,-51.31756526218455,10827.061308691227,709.9490860157593
"2021-04-30 22:27:17.131164,2021,4,30,22,27,17",-136.20869206661382,32.768096968630275,224.3859347576939,,-19.33588897101819,5850.4332121487905,709.9490860157593
"2021-04-30 22:43:49.424401,2021,4,30,22,43,49",112.51633898801057,81.13017140748401,225.16311571220132,,-22.647095010005803,6398.041806932082,709.9490860157593
"2021-04-30 23:05:08.390754,2021,4,30,23,5,8",40.951614756994324,8.918079983607747,229.29559838819355,,-47.33868363833728,10296.06338162021,709.9490860157593
"2021-04-30 23:20:16.077518,2021,4,30,23,20,16",27.448670517980684,-45.447056962143144,230.53269905479686,,-60.312640225130394,11872.064316360991,709.9490860157593
"2021-04-30 23:48:03.608543,2021,4,30,23,48,3",-145.8210174364729,-32.41071346015058,229.39393207037065,,-48.192874331898295,10413.288279660223,709.9490860157593
"2021-04-30 23:57:04.234987,2021,4,30,23,57,4",-153.3310243052656,0.018491610533461485,228.1630290254762,,-38.7876800485893,9037.384069205335,709.9490860157593
"2021-04-30 23:58:06.565641,2021,4,30,23,58,6",-154.1300578598175,3.7624221449178314,227.99898525572894,,-37.70408055471004,8868.303565323786,709.9490860157593
"2021-05-01 00:02:37.963197,2021,5,1,0,2,37",-158.32527249653518,20.056113912888147,227.29250684810444,,-33.37010781325103,8175.543438368454,709.9490860157593
"2021-05-01 00:04:45.255361,2021,5,1,0,4,45",-160.18043132917472,27.686953364485912,226.93303246519008,,-31.34265446413738,7844.096200273617,709.9490860157593
"2021-05-01 00:07:08.491027,2021,5,1,0,7,8",-162.5076629415943,36.25610750869573,226.5315605195005,,-29.19765702925017,7489.784358855715,709.9490860157593
"2021-05-01 00:07:38.868012,2021,5,1,0,7,38",-163.04713338754075,38.07002290714328,226.44791133711308,,-28.765180745292632,7418.00044127455,709.9490860157593
"2021-05-01 00:11:28.598626,2021,5,1,0,11,28",-168.04963407548695,51.72199335428057,225.8554608642894,,-25.829713306925253,6928.900601132129,709.9490860157593
"2021-05-01 00:16:55.890618,2021,5,1,0,16,55",176.96344670749193,70.58618984738662,225.24177112123306,,-22.996720056619647,6456.242643825791,709.9490860157593
"2021-05-01 00:18:24.059688,2021,5,1,0,18,24",167.5445730961716,75.24600364973449,225.14747603329698,,-22.577917174754077,6386.531956881842,709.9490860157593
"2021-05-01 00:20:12.691725,2021,5,1,0,20,12",145.3103571949853,80.01383181356049,225.08164230928983,,-22.287941027902285,6338.308937249478,709.9490860157593
"2021-05-01 00:32:03.832343,2021,5,1,0,32,3",27.890849883772663,51.791750586842404,225.9800142136633,,-26.429299357415807,7028.974999895512,709.9490860157593
"2021-05-01 00:36:29.734379,2021,5,1,0,36,29",22.236743469996654,35.98421020491159,226.68715810126338,,-30.01502010085439,7625.164074188814,709.9490860157593
"2021-05-01 00:58:21.369231,2021,5,1,0,58,21",3.1362892276208254,-42.61009736307739,229.779370319703,,-51.77666776797136,10885.786289278149,709.9490860157593
"2021-05-01 01:10:19.486518,2021,5,1,1,10,19",-60.34470895197153,-81.16613028822077,230.52439742580262,,-60.20285406393562,11860.722888620903,709.9490860157593
"2021-05-01 01:14:18.206302,2021,5,1,1,14,18",-137.44011524624358,-76.14704723277202,230.60414605292993,,-61.277181086479104,11970.122381495346,709.9490860157593
"2021-05-01 01:48:09.046535,2021,5,1,1,48,9",170.3431991123302,43.861149983469,227.59050862986592,,-35.137164089280915,8460.903065344097,709.9490860157593
"2021-05-01 01:49:13.439003,2021,5,1,1,49,13",168.9280307979688,47.68667057932045,227.38004380917127,,-33.88062618669775,8258.353679821328,709.9490860157593
"2021-05-01 02:02:21.943328,2021,5,1,2,2,21",47.48297279394196,79.72763221761473,224.67821655045807,,-20.552192130609342,6050.6511648779615,709.9490860157593
"2021-05-01 02:11:37.510491,2021,5,1,2,11,37",2.1246019234777127,49.387070470180966,224.10116682603513,,-18.181269050818017,5661.736187809715,709.9490860157593
"2021-05-01 02:20:34.130789,2021,5,1,2,20,34",-7.2144645112757235,17.337023848762605,225.5338742715723,,-24.32109445837963,6677.0557371628465,709.9490860157593
"2021-05-01 02:28:08.294835,2021,5,1,2,28,8",-13.132711905399495,-9.927594215745811,227.2600282551042,,-33.18242963754117,8145.03023394683,709.9490860157593
"2021-05-01 02:31:53.343918,2021,5,1,2,31,53",-16.20633495915271,-23.426490974334705,228.05528282566786,,-38.07233420571366,8925.970131599297,709.9490860157593
"2021-05-01 02:34:50.869696,2021,5,1,2,34,50",-18.954190230413165,-34.05092204825968,228.62402350999923,,-42.019943299926474,9529.990406981115,709.9490860157593
"2021-05-01 02:47:48.074118,2021,5,1,2,47,48",-60.6192500116737,-78.27534079630587,230.4051487030776,,-58.67394676409928,11698.999519222321,709.9490860157593
"2021-05-01 02:54:21.234563,2021,5,1,2,54,21",-170.92226309815962,-72.55567229906725,230.86268065419074,,-65.11819581533523,12331.767290647287,709.9490860157593
"2021-05-01 03:06:03.481931,2021,5,1,3,6,3",163.92083706510664,-31.582133066761426,230.94779574104217,,-66.53481799805071,12453.203212819782,709.9490860157593
"2021-05-01 03:10:24.003223,2021,5,1,3,10,24",160.11211053465178,-15.9690989424508,230.73222336829423,,-63.103907224689394,12147.934913711395,709.9490860157593
"2021-05-01 03:13:33.086813,2021,5,1,3,13,33",157.62668845580575,-4.616491323121759,230.48576577035783,,-59.697898746951054,11808.087875223746,709.9490860157593
"2021-05-01 03:36:06.984785,2021,5,1,3,36,6",118.52869576497008,75.09016397847208,225.93588097658184,,-26.21583188095477,6993.351169771439,709.9490860157593
"2021-05-01 03:40:16.920221,2021,5,1,3,40,16",42.134773241503964,81.37074685026455,224.43074153961484,,-19.52023255785477,5880.691066179979,709.9490860157593
"2021-05-01 03:40:42.928645,2021,5,1,3,40,42",32.63126244736104,80.76224303116783,224.26360155815584,,-18.836339875411664,5768.612489118329,709.9490860157593
"2021-05-01 03:47:56.151507,2021,5,1,3,47,56",-18.040825638239763,58.47122716631748,221.58614054504824,,-8.965623799817564,4238.364615655967,709.9490860157593
"2021-05-01 03:50:02.697249,2021,5,1,3,50,2",-21.89084978176464,51.03292534743616,221.10339710184695,,-7.3395860369974235,4009.231584661766,709.9490860157593
"2021-05-01 04:17:27.739552,2021,5,1,4,17,27",-48.03299455048194,-47.38336387925258,228.76782203094942,,-43.091677438538696,9689.076603346504,709.9490860157593
"2021-05-01 04:59:30.994975,2021,5,1,4,59,30",127.315917626918,20.896132477440503,230.11865084892622,,-55.313593041297636,11319.411033318005,709.9490860157593
